70.85718	1.7566543E-22
81.47166	1.0654275E-22
96.99063	7.195181E-23
118.1735	5.2201103E-23
140.67532	3.9246366E-23
175.43558	2.5579246E-23
206.43436	1.8554422E-23
272.80844	1.3957324E-23
364.71927	1.127849E-23
516.7472	8.796225E-24
758.0504	7.638744E-24
1138.179	6.401265E-24
1539.2869	5.9686573E-24
2106.0593	5.5656204E-24
3089.2156	5.7797507E-24
4129.2656	6.444122E-24
5781.607	7.7195286E-24
8779.967	1.0299176E-23
13027.008	1.423954E-23
18451.725	1.899114E-23
28349.16	2.3589617E-23
40625.613	2.826182E-23
60279.367	3.6376898E-23
98142.37	5.0318534E-23
