199.70262	1.2427212E-24
217.5545	5.8044297E-25
245.01974	3.2341744E-25
279.66165	2.0570316E-25
336.5738	1.2517303E-25
424.33905	8.504417E-26
553.0441	6.172942E-26
741.4008	4.6567384E-26
1051.6144	4.0096617E-26
1435.9395	3.7817055E-26
2109.1145	3.789237E-26
3026.968	4.0344405E-26
4120.042	4.514584E-26
5854.905	5.264764E-26
8156.5947	6.2767986E-26
11139.669	7.735458E-26
15726.767	9.8531784E-26
21056.23	1.2691213E-25
28949.428	1.6527124E-25
41624.453	2.2803545E-25
64168.145	3.5322107E-25
